Year,STATE/UT,DISTRICT,Dowry_Deaths
2006,punjab,mansa,1
2007,punjab,mansa,6
2008,punjab,mansa,3
2009,punjab,mansa,8
2010,punjab,mansa,7
2011,punjab,mansa,4
2012,punjab,mansa,3
2013,punjab,mansa,1
2001,uttarpradesh,mathura,21
2002,uttarpradesh,mathura,29
2003,uttarpradesh,mathura,18
2004,uttarpradesh,mathura,22
2005,uttarpradesh,mathura,23
2006,uttarpradesh,mathura,25
2007,uttarpradesh,mathura,26
2008,uttarpradesh,mathura,31
2009,uttarpradesh,mathura,25
2010,uttarpradesh,mathura,29
2011,uttarpradesh,mathura,36
2012,uttarpradesh,mathura,34
2013,uttarpradesh,mathura,32
2001,uttarpradesh,mau,16
2002,uttarpradesh,mau,6
2003,uttarpradesh,mau,9
2004,uttarpradesh,mau,9
2005,uttarpradesh,mau,10
2006,uttarpradesh,mau,10
2007,uttarpradesh,mau,14
2008,uttarpradesh,mau,12
2009,uttarpradesh,mau,10
2010,uttarpradesh,mau,17
2011,uttarpradesh,mau,7
2012,uttarpradesh,mau,11
2013,uttarpradesh,mau,11
2001,odisha,mayurbhanj,19
2002,odisha,mayurbhanj,26
2003,odisha,mayurbhanj,11
2004,odisha,mayurbhanj,21
2005,odisha,mayurbhanj,19
2006,odisha,mayurbhanj,25
2007,odisha,mayurbhanj,16
2008,odisha,mayurbhanj,27
2009,odisha,mayurbhanj,26
2010,odisha,mayurbhanj,27
2011,odisha,mayurbhanj,34
2012,odisha,mayurbhanj,34
2013,odisha,mayurbhanj,19
2001,andhrapradesh,medak,26
2002,andhrapradesh,medak,25
2003,andhrapradesh,medak,44
2004,andhrapradesh,medak,41
2005,andhrapradesh,medak,28
2006,andhrapradesh,medak,33
2007,andhrapradesh,medak,49
2008,andhrapradesh,medak,35
2009,andhrapradesh,medak,27
2010,andhrapradesh,medak,29
2011,andhrapradesh,medak,26
2012,andhrapradesh,medak,20
2013,andhrapradesh,medak,25
2001,uttarpradesh,meerut,34
2002,uttarpradesh,meerut,26
2003,uttarpradesh,meerut,31
2004,uttarpradesh,meerut,19
2005,uttarpradesh,meerut,34
2006,uttarpradesh,meerut,21
2007,uttarpradesh,meerut,38
2008,uttarpradesh,meerut,37
2009,uttarpradesh,meerut,41
2010,uttarpradesh,meerut,43
2011,uttarpradesh,meerut,36
2012,uttarpradesh,meerut,39
2013,uttarpradesh,meerut,42
2001,gujarat,mehsana,5
2002,gujarat,mehsana,0
2003,gujarat,mehsana,0
2004,gujarat,mehsana,2
2005,gujarat,mehsana,1
2006,gujarat,mehsana,3
2007,gujarat,mehsana,2
2008,gujarat,mehsana,0
2009,gujarat,mehsana,0
2010,gujarat,mehsana,0
2011,gujarat,mehsana,2
2012,gujarat,mehsana,0
2013,gujarat,mehsana,0
2001,uttarpradesh,mirzapur,23
2002,uttarpradesh,mirzapur,15
2003,uttarpradesh,mirzapur,12
2004,uttarpradesh,mirzapur,20
2005,uttarpradesh,mirzapur,26
2006,uttarpradesh,mirzapur,22
2007,uttarpradesh,mirzapur,28
2008,uttarpradesh,mirzapur,24
2009,uttarpradesh,mirzapur,19
2010,uttarpradesh,mirzapur,25
2011,uttarpradesh,mirzapur,20
2012,uttarpradesh,mirzapur,24
2013,uttarpradesh,mirzapur,19
2001,punjab,moga,6
2002,punjab,moga,7
2003,punjab,moga,3
2004,punjab,moga,7
2005,punjab,moga,3
2006,punjab,moga,1
2007,punjab,moga,4
2008,punjab,moga,3
2009,punjab,moga,2
2010,punjab,moga,3
2011,punjab,moga,5
2012,punjab,moga,3
2013,punjab,moga,5
2001,nagaland,mokokchung,0
2002,nagaland,mokokchung,0
2003,nagaland,mokokchung,0
2004,nagaland,mokokchung,0
2005,nagaland,mokokchung,0
2006,nagaland,mokokchung,0
2007,nagaland,mokokchung,0
2008,nagaland,mokokchung,0
2009,nagaland,mokokchung,0
2010,nagaland,mokokchung,0
2011,nagaland,mokokchung,0
2012,nagaland,mokokchung,0
2013,nagaland,mokokchung,0
2001,nagaland,mon,0
2002,nagaland,mon,0
2003,nagaland,mon,0
2004,nagaland,mon,0
2005,nagaland,mon,0
2006,nagaland,mon,0
2007,nagaland,mon,0
2008,nagaland,mon,0
2009,nagaland,mon,0
2010,nagaland,mon,0
2011,nagaland,mon,0
2012,nagaland,mon,0
2013,nagaland,mon,0
2001,uttarpradesh,moradabad,45
2002,uttarpradesh,moradabad,35
2003,uttarpradesh,moradabad,24
2004,uttarpradesh,moradabad,27
2005,uttarpradesh,moradabad,38
2006,uttarpradesh,moradabad,23
2007,uttarpradesh,moradabad,34
2008,uttarpradesh,moradabad,38
2009,uttarpradesh,moradabad,32
2010,uttarpradesh,moradabad,41
2011,uttarpradesh,moradabad,30
2012,uttarpradesh,moradabad,28
2013,uttarpradesh,moradabad,27
2001,madhyapradesh,morena,29
2002,madhyapradesh,morena,28
2003,madhyapradesh,morena,23
2004,madhyapradesh,morena,33
2005,madhyapradesh,morena,27
2006,madhyapradesh,morena,21
2007,madhyapradesh,morena,26
2008,madhyapradesh,morena,32
2009,madhyapradesh,morena,37
2010,madhyapradesh,morena,32
2011,madhyapradesh,morena,32
2012,madhyapradesh,morena,29
2013,madhyapradesh,morena,40
2001,assam,morigaon,0
2002,assam,morigaon,1
2003,assam,morigaon,1
2004,assam,morigaon,2
2005,assam,morigaon,3
2006,assam,morigaon,10
2007,assam,morigaon,3
2008,assam,morigaon,4
2009,assam,morigaon,3
2010,assam,morigaon,3
2011,assam,morigaon,3
2012,assam,morigaon,4
2013,assam,morigaon,8
2001,bihar,motihari,37
2002,bihar,motihari,48
2003,bihar,motihari,36
2004,bihar,motihari,45
2005,bihar,motihari,51
2006,bihar,motihari,51
2007,bihar,motihari,61
2008,bihar,motihari,45
2009,bihar,motihari,49
2010,bihar,motihari,32
2011,bihar,motihari,69
2012,bihar,motihari,67
2013,bihar,motihari,65
2001,punjab,muktsar,1
2002,punjab,muktsar,8
2003,punjab,muktsar,1
2004,punjab,muktsar,1
2005,punjab,muktsar,3
2006,punjab,muktsar,5
2007,punjab,muktsar,4
2008,punjab,muktsar,3
2009,punjab,muktsar,2
2010,punjab,muktsar,3
2011,punjab,muktsar,7
2012,punjab,muktsar,3
2013,punjab,muktsar,3
2001,maharashtra,mumbai_rly.,0
2002,maharashtra,mumbai_rly.,0
2003,maharashtra,mumbai_rly.,1
2004,maharashtra,mumbai_rly.,0
2005,maharashtra,mumbai_rly.,0
2006,maharashtra,mumbai_rly.,0
2007,maharashtra,mumbai_rly.,0
2008,maharashtra,mumbai_rly.,1
2009,maharashtra,mumbai_rly.,0
2010,maharashtra,mumbai_rly.,0
2011,maharashtra,mumbai_rly.,0
2012,maharashtra,mumbai_rly.,1
2013,maharashtra,mumbai_rly.,0
2001,bihar,munger,8
2002,bihar,munger,8
2003,bihar,munger,6
2004,bihar,munger,20
2005,bihar,munger,11
2006,bihar,munger,7
2007,bihar,munger,10
2008,bihar,munger,14
2009,bihar,munger,12
2010,bihar,munger,14
2011,bihar,munger,10
2012,bihar,munger,8
2013,bihar,munger,13
2001,westbengal,murshidabad,12
2002,westbengal,murshidabad,8
2003,westbengal,murshidabad,17
2004,westbengal,murshidabad,32
2005,westbengal,murshidabad,35
2006,westbengal,murshidabad,30
2007,westbengal,murshidabad,32
2008,westbengal,murshidabad,34
2009,westbengal,murshidabad,51
2010,westbengal,murshidabad,45
2011,westbengal,murshidabad,49
2012,westbengal,murshidabad,39
2013,westbengal,murshidabad,35
2001,uttarpradesh,muzaffarnagar,24
2002,uttarpradesh,muzaffarnagar,37
2003,uttarpradesh,muzaffarnagar,29
2004,uttarpradesh,muzaffarnagar,23
2005,uttarpradesh,muzaffarnagar,20
2006,uttarpradesh,muzaffarnagar,39
2007,uttarpradesh,muzaffarnagar,34
2008,uttarpradesh,muzaffarnagar,28
2009,uttarpradesh,muzaffarnagar,27
2010,uttarpradesh,muzaffarnagar,40
2011,uttarpradesh,muzaffarnagar,25
2012,uttarpradesh,muzaffarnagar,16
2013,uttarpradesh,muzaffarnagar,25
2001,bihar,muzaffarpur,69
2002,bihar,muzaffarpur,42
2003,bihar,muzaffarpur,63
2004,bihar,muzaffarpur,72
2005,bihar,muzaffarpur,67
2006,bihar,muzaffarpur,65
2007,bihar,muzaffarpur,93
2008,bihar,muzaffarpur,75
2009,bihar,muzaffarpur,77
2010,bihar,muzaffarpur,64
2011,bihar,muzaffarpur,76
2012,bihar,muzaffarpur,83
2013,bihar,muzaffarpur,48
2001,bihar,muzaffarpur_rly.,0
2002,bihar,muzaffarpur_rly.,0
2003,bihar,muzaffarpur_rly.,1
2004,bihar,muzaffarpur_rly.,0
2005,bihar,muzaffarpur_rly.,0
2006,bihar,muzaffarpur_rly.,0
2007,bihar,muzaffarpur_rly.,1
2008,bihar,muzaffarpur_rly.,0
2009,bihar,muzaffarpur_rly.,1
2010,bihar,muzaffarpur_rly.,0
2011,bihar,muzaffarpur_rly.,1
2012,bihar,muzaffarpur_rly.,0
2013,bihar,muzaffarpur_rly.,0
2001,karnataka,mysore_commr.,9
2002,karnataka,mysore_commr.,10
2003,karnataka,mysore_commr.,5
2004,karnataka,mysore_commr.,4
2005,karnataka,mysore_commr.,6
2006,karnataka,mysore_commr.,10
2007,karnataka,mysore_commr.,4
2008,karnataka,mysore_commr.,4
2009,karnataka,mysore_commr.,6
2010,karnataka,mysore_commr.,4
2011,karnataka,mysore_commr.,5
2012,karnataka,mysore_commr.,6
2013,karnataka,mysore_commr.,12
2001,karnataka,mysore_rural,6
2002,karnataka,mysore_rural,5
2003,karnataka,mysore_rural,7
2004,karnataka,mysore_rural,14
2005,karnataka,mysore_rural,13
2006,karnataka,mysore_rural,13
2007,karnataka,mysore_rural,11
2008,karnataka,mysore_rural,15
2009,karnataka,mysore_rural,18
2010,karnataka,mysore_rural,13
2011,karnataka,mysore_rural,7
2012,karnataka,mysore_rural,1
2013,karnataka,mysore_rural,14
2001,assam,n.c.hills,0
2002,assam,n.c.hills,0
2003,assam,n.c.hills,0
2004,assam,n.c.hills,0
2005,assam,n.c.hills,0
2006,assam,n.c.hills,0
2007,assam,n.c.hills,2
2008,assam,n.c.hills,0
2009,assam,n.c.hills,0
2010,assam,n.c.hills,2
2011,assam,n.c.hills,1
2012,assam,n.c.hills,0
2013,assam,n.c.hills,3
2001,westbengal,nadia,10
2002,westbengal,nadia,13
2003,westbengal,nadia,23
2004,westbengal,nadia,30
2005,westbengal,nadia,48
2006,westbengal,nadia,43
2007,westbengal,nadia,42
2008,westbengal,nadia,46
2009,westbengal,nadia,44
2010,westbengal,nadia,65
2011,westbengal,nadia,65
2012,westbengal,nadia,46
2013,westbengal,nadia,69
2001,assam,nagaon,1
2002,assam,nagaon,7
2003,assam,nagaon,7
2004,assam,nagaon,6
2005,assam,nagaon,2
2006,assam,nagaon,8
2007,assam,nagaon,11
2008,assam,nagaon,9
2009,assam,nagaon,12
2010,assam,nagaon,15
2011,assam,nagaon,20
2012,assam,nagaon,10
2013,assam,nagaon,23
2001,tamilnadu,nagapattinam,4
2002,tamilnadu,nagapattinam,7
2003,tamilnadu,nagapattinam,8
2004,tamilnadu,nagapattinam,5
2005,tamilnadu,nagapattinam,2
2006,tamilnadu,nagapattinam,6
2007,tamilnadu,nagapattinam,4
2008,tamilnadu,nagapattinam,4
2009,tamilnadu,nagapattinam,5
2010,tamilnadu,nagapattinam,1
2011,tamilnadu,nagapattinam,5
2012,tamilnadu,nagapattinam,1
2013,tamilnadu,nagapattinam,3
2001,rajasthan,nagaur,14
2002,rajasthan,nagaur,14
2003,rajasthan,nagaur,10
2004,rajasthan,nagaur,16
2005,rajasthan,nagaur,15
2006,rajasthan,nagaur,12
2007,rajasthan,nagaur,12
2008,rajasthan,nagaur,18
2009,rajasthan,nagaur,6
2010,rajasthan,nagaur,22
2011,rajasthan,nagaur,14
2012,rajasthan,nagaur,11
2013,rajasthan,nagaur,20
2001,maharashtra,nagpur_commr.,7
2002,maharashtra,nagpur_commr.,4
2003,maharashtra,nagpur_commr.,4
2004,maharashtra,nagpur_commr.,9
2005,maharashtra,nagpur_commr.,4
2006,maharashtra,nagpur_commr.,7
2007,maharashtra,nagpur_commr.,7
2008,maharashtra,nagpur_commr.,7
2009,maharashtra,nagpur_commr.,7
2010,maharashtra,nagpur_commr.,8
2011,maharashtra,nagpur_commr.,4
2012,maharashtra,nagpur_commr.,6
2013,maharashtra,nagpur_commr.,4
2001,maharashtra,nagpur_rly.,2
2002,maharashtra,nagpur_rly.,0
2003,maharashtra,nagpur_rly.,0
2004,maharashtra,nagpur_rly.,0
2005,maharashtra,nagpur_rly.,0
2006,maharashtra,nagpur_rly.,1
2007,maharashtra,nagpur_rly.,0
2008,maharashtra,nagpur_rly.,0
2009,maharashtra,nagpur_rly.,0
2010,maharashtra,nagpur_rly.,0
2011,maharashtra,nagpur_rly.,0
2012,maharashtra,nagpur_rly.,0
2013,maharashtra,nagpur_rly.,0
2001,maharashtra,nagpur_rural,3
2002,maharashtra,nagpur_rural,7
2003,maharashtra,nagpur_rural,5
2004,maharashtra,nagpur_rural,8
2005,maharashtra,nagpur_rural,8
2006,maharashtra,nagpur_rural,5
2007,maharashtra,nagpur_rural,7
2008,maharashtra,nagpur_rural,7
2009,maharashtra,nagpur_rural,6
2010,maharashtra,nagpur_rural,8
2011,maharashtra,nagpur_rural,11
2012,maharashtra,nagpur_rural,7
2013,maharashtra,nagpur_rural,4
2001,uttarakhand,nainital,5
2002,uttarakhand,nainital,5
2003,uttarakhand,nainital,12
2004,uttarakhand,nainital,6
2005,uttarakhand,nainital,13
2006,uttarakhand,nainital,7
2007,uttarakhand,nainital,12
2008,uttarakhand,nainital,10
2009,uttarakhand,nainital,23
2010,uttarakhand,nainital,5
2011,uttarakhand,nainital,15
2012,uttarakhand,nainital,10
2013,uttarakhand,nainital,5
2001,bihar,nalanda,47
2002,bihar,nalanda,45
2003,bihar,nalanda,49
2004,bihar,nalanda,68
2005,bihar,nalanda,65
2006,bihar,nalanda,63
2007,bihar,nalanda,57
2008,bihar,nalanda,70
2009,bihar,nalanda,74
2010,bihar,nalanda,62
2011,bihar,nalanda,55
2012,bihar,nalanda,79
2013,bihar,nalanda,81
2001,assam,nalbari,3
2002,assam,nalbari,0
2003,assam,nalbari,0
2004,assam,nalbari,3
2005,assam,nalbari,2
2006,assam,nalbari,1
2007,assam,nalbari,3
2008,assam,nalbari,6
2009,assam,nalbari,6
2010,assam,nalbari,0
2011,assam,nalbari,4
2012,assam,nalbari,3
2013,assam,nalbari,3
2001,andhrapradesh,nalgonda,31
2002,andhrapradesh,nalgonda,37
2003,andhrapradesh,nalgonda,33
2004,andhrapradesh,nalgonda,34
2005,andhrapradesh,nalgonda,30
2006,andhrapradesh,nalgonda,40
2007,andhrapradesh,nalgonda,36
2008,andhrapradesh,nalgonda,32
2009,andhrapradesh,nalgonda,41
2010,andhrapradesh,nalgonda,32
2011,andhrapradesh,nalgonda,36
2012,andhrapradesh,nalgonda,20
2013,andhrapradesh,nalgonda,27
2001,tamilnadu,namakkal,4
2002,tamilnadu,namakkal,3
2003,tamilnadu,namakkal,6
2004,tamilnadu,namakkal,8
2005,tamilnadu,namakkal,0
2006,tamilnadu,namakkal,0
2007,tamilnadu,namakkal,3
2008,tamilnadu,namakkal,5
2009,tamilnadu,namakkal,1
2010,tamilnadu,namakkal,2
2011,tamilnadu,namakkal,1
2012,tamilnadu,namakkal,1
2013,tamilnadu,namakkal,0
2001,maharashtra,nanded,21
2002,maharashtra,nanded,24
2003,maharashtra,nanded,16
2004,maharashtra,nanded,16
2005,maharashtra,nanded,17
2006,maharashtra,nanded,16
2007,maharashtra,nanded,19
2008,maharashtra,nanded,8
2009,maharashtra,nanded,30
2010,maharashtra,nanded,68
2011,maharashtra,nanded,29
2012,maharashtra,nanded,25
2013,maharashtra,nanded,30
2001,maharashtra,nandurbar,2
2002,maharashtra,nandurbar,2
2003,maharashtra,nandurbar,2
2004,maharashtra,nandurbar,1
2005,maharashtra,nandurbar,3
2006,maharashtra,nandurbar,0
2007,maharashtra,nandurbar,3
2008,maharashtra,nandurbar,1
2009,maharashtra,nandurbar,1
2010,maharashtra,nandurbar,2
2011,maharashtra,nandurbar,0
2012,maharashtra,nandurbar,0
2013,maharashtra,nandurbar,1
2001,gujarat,narmada,0
2002,gujarat,narmada,0
2003,gujarat,narmada,0
2004,gujarat,narmada,0
2005,gujarat,narmada,0
2006,gujarat,narmada,0
2007,gujarat,narmada,0
2008,gujarat,narmada,0
2009,gujarat,narmada,0
2010,gujarat,narmada,0
2011,gujarat,narmada,0
2012,gujarat,narmada,0
2013,gujarat,narmada,0
2001,madhyapradesh,narsinghpur,22
2002,madhyapradesh,narsinghpur,23
2003,madhyapradesh,narsinghpur,15
2004,madhyapradesh,narsinghpur,18
2005,madhyapradesh,narsinghpur,21
2006,madhyapradesh,narsinghpur,14
2007,madhyapradesh,narsinghpur,22
2008,madhyapradesh,narsinghpur,14
2009,madhyapradesh,narsinghpur,26
2010,madhyapradesh,narsinghpur,21
2011,madhyapradesh,narsinghpur,20
2012,madhyapradesh,narsinghpur,16
2013,madhyapradesh,narsinghpur,16
2001,maharashtra,nasik_commr.,3
2002,maharashtra,nasik_commr.,3
2003,maharashtra,nasik_commr.,4
2004,maharashtra,nasik_commr.,4
2005,maharashtra,nasik_commr.,0
2006,maharashtra,nasik_commr.,2
2007,maharashtra,nasik_commr.,1
2008,maharashtra,nasik_commr.,5
2009,maharashtra,nasik_commr.,5
2010,maharashtra,nasik_commr.,2
2011,maharashtra,nasik_commr.,5
2012,maharashtra,nasik_commr.,3
2013,maharashtra,nasik_commr.,7
2001,maharashtra,nasik_rural,7
2002,maharashtra,nasik_rural,8
2003,maharashtra,nasik_rural,3
2004,maharashtra,nasik_rural,11
2005,maharashtra,nasik_rural,8
2006,maharashtra,nasik_rural,7
2007,maharashtra,nasik_rural,8
2008,maharashtra,nasik_rural,5
2009,maharashtra,nasik_rural,9
2010,maharashtra,nasik_rural,6
2011,maharashtra,nasik_rural,5
2012,maharashtra,nasik_rural,17
2013,maharashtra,nasik_rural,9
2001,bihar,naugachia,4
2002,bihar,naugachia,7
2003,bihar,naugachia,8
2004,bihar,naugachia,8
2005,bihar,naugachia,9
2006,bihar,naugachia,1
2007,bihar,naugachia,9
2008,bihar,naugachia,5
2009,bihar,naugachia,9
2010,bihar,naugachia,12
2011,bihar,naugachia,8
2012,bihar,naugachia,10
2013,bihar,naugachia,16
2001,maharashtra,navi_mumbai,5
2002,maharashtra,navi_mumbai,6
2003,maharashtra,navi_mumbai,6
2004,maharashtra,navi_mumbai,2
2005,maharashtra,navi_mumbai,9
2006,maharashtra,navi_mumbai,7
2007,maharashtra,navi_mumbai,5
2008,maharashtra,navi_mumbai,1
2009,maharashtra,navi_mumbai,6
2010,maharashtra,navi_mumbai,3
2011,maharashtra,navi_mumbai,1
2012,maharashtra,navi_mumbai,3
2013,maharashtra,navi_mumbai,8
2001,gujarat,navsari,0
2002,gujarat,navsari,0
2003,gujarat,navsari,0
2004,gujarat,navsari,1
2005,gujarat,navsari,2
2006,gujarat,navsari,0
2007,gujarat,navsari,0
2008,gujarat,navsari,0
2009,gujarat,navsari,0
2010,gujarat,navsari,0
2011,gujarat,navsari,0
2012,gujarat,navsari,0
2013,gujarat,navsari,0
2001,bihar,nawadah,17
2002,bihar,nawadah,12
2003,bihar,nawadah,19
2004,bihar,nawadah,16
2005,bihar,nawadah,22
2006,bihar,nawadah,24
2007,bihar,nawadah,15
2008,bihar,nawadah,24
2009,bihar,nawadah,21
2010,bihar,nawadah,23
2011,bihar,nawadah,21
2012,bihar,nawadah,29
2013,bihar,nawadah,23
2001,odisha,nayagarh,14
2002,odisha,nayagarh,8
2003,odisha,nayagarh,12
2004,odisha,nayagarh,1
2005,odisha,nayagarh,4
2006,odisha,nayagarh,12
2007,odisha,nayagarh,14
2008,odisha,nayagarh,10
2009,odisha,nayagarh,11
2010,odisha,nayagarh,16
2011,odisha,nayagarh,16
2012,odisha,nayagarh,16
2013,odisha,nayagarh,13
2001,madhyapradesh,neemuch,1
2002,madhyapradesh,neemuch,3
2003,madhyapradesh,neemuch,4
2004,madhyapradesh,neemuch,4
2005,madhyapradesh,neemuch,1
2006,madhyapradesh,neemuch,4
2007,madhyapradesh,neemuch,3
2008,madhyapradesh,neemuch,0
2009,madhyapradesh,neemuch,1
2010,madhyapradesh,neemuch,3
2011,madhyapradesh,neemuch,4
2012,madhyapradesh,neemuch,4
2013,madhyapradesh,neemuch,0
2001,andhrapradesh,nellore,10
2002,andhrapradesh,nellore,10
2003,andhrapradesh,nellore,10
2004,andhrapradesh,nellore,11
2005,andhrapradesh,nellore,11
2006,andhrapradesh,nellore,10
2007,andhrapradesh,nellore,14
2008,andhrapradesh,nellore,6
2009,andhrapradesh,nellore,3
2010,andhrapradesh,nellore,6
2011,andhrapradesh,nellore,7
2012,andhrapradesh,nellore,9
2013,andhrapradesh,nellore,8
2001,delhi,new_delhi,0
2002,delhi,new_delhi,0
2003,delhi,new_delhi,1
2004,delhi,new_delhi,1
2005,delhi,new_delhi,2
2006,delhi,new_delhi,0
2007,delhi,new_delhi,0
2008,delhi,new_delhi,1
2009,delhi,new_delhi,1
2010,delhi,new_delhi,0
2011,delhi,new_delhi,1
2012,delhi,new_delhi,0
2013,delhi,new_delhi,1
2001,tamilnadu,nilgiris,2
2002,tamilnadu,nilgiris,0
2003,tamilnadu,nilgiris,0
2004,tamilnadu,nilgiris,2
2005,tamilnadu,nilgiris,0
2006,tamilnadu,nilgiris,1
2007,tamilnadu,nilgiris,1
2008,tamilnadu,nilgiris,1
2009,tamilnadu,nilgiris,0
2010,tamilnadu,nilgiris,0
2011,tamilnadu,nilgiris,0
2012,tamilnadu,nilgiris,1
2013,tamilnadu,nilgiris,0
2001,andhrapradesh,nizamabad,19
2002,andhrapradesh,nizamabad,17
2003,andhrapradesh,nizamabad,11
2004,andhrapradesh,nizamabad,17
2005,andhrapradesh,nizamabad,16
2006,andhrapradesh,nizamabad,18
2007,andhrapradesh,nizamabad,25
2008,andhrapradesh,nizamabad,16
2009,andhrapradesh,nizamabad,19
2010,andhrapradesh,nizamabad,21
2011,andhrapradesh,nizamabad,27
2012,andhrapradesh,nizamabad,19
2013,andhrapradesh,nizamabad,17
2001,sikkim,north,0
2001,tripura,north,3
2001,delhi,north,4
2002,sikkim,north,0
2002,tripura,north,2
2002,delhi,north,5
2003,sikkim,north,0
2003,tripura,north,3
2003,delhi,north,4
2004,sikkim,north,0
2004,tripura,north,0
2004,delhi,north,6
2005,sikkim,north,0
2005,tripura,north,3
2005,delhi,north,2
2006,sikkim,north,0
2006,tripura,north,3
2006,delhi,north,8
2007,sikkim,north,0
2007,tripura,north,0
2007,delhi,north,6
2008,sikkim,north,0
2008,tripura,north,2
2008,delhi,north,4
2009,sikkim,north,0
2009,tripura,north,6
2009,delhi,north,8
2010,sikkim,north,0
2010,tripura,north,2
2010,delhi,north,8
2011,sikkim,north,0
2011,tripura,north,1
2011,delhi,north,4
2012,sikkim,north,0
2012,tripura,north,3
2012,a&nislands,north,0
2012,delhi,north,6
2013,sikkim,north,0
2013,tripura,north,4
2013,a&nislands,north,0
2013,delhi,north,9
2001,goa,north_goa,2
2002,goa,north_goa,1
2003,goa,north_goa,1
2004,goa,north_goa,2
2005,goa,north_goa,0
2006,goa,north_goa,0
2007,goa,north_goa,2
2008,goa,north_goa,0
2009,goa,north_goa,1
2010,goa,north_goa,1
2011,goa,north_goa,1
2012,goa,north_goa,0
2013,goa,north_goa,0
2001,odisha,nowrangpur,0
2002,odisha,nowrangpur,0
2003,odisha,nowrangpur,0
2004,odisha,nowrangpur,0
2005,odisha,nowrangpur,2
2006,odisha,nowrangpur,5
2007,odisha,nowrangpur,1
2008,odisha,nowrangpur,0
2009,odisha,nowrangpur,1
2010,odisha,nowrangpur,2
2011,odisha,nowrangpur,2
2012,odisha,nowrangpur,2
2013,odisha,nowrangpur,0
2001,odisha,nuapada,0
2002,odisha,nuapada,2
2003,odisha,nuapada,0
2004,odisha,nuapada,1
2005,odisha,nuapada,2
2006,odisha,nuapada,6
2007,odisha,nuapada,8
2008,odisha,nuapada,2
2009,odisha,nuapada,1
2010,odisha,nuapada,0
2011,odisha,nuapada,2
2012,odisha,nuapada,1
2013,odisha,nuapada,7
2001,maharashtra,osmanabad,2
2002,maharashtra,osmanabad,0
2003,maharashtra,osmanabad,3
2004,maharashtra,osmanabad,1
2005,maharashtra,osmanabad,1
2006,maharashtra,osmanabad,3
2007,maharashtra,osmanabad,2
2008,maharashtra,osmanabad,2
2009,maharashtra,osmanabad,3
2010,maharashtra,osmanabad,2
2011,maharashtra,osmanabad,2
2012,maharashtra,osmanabad,2
2013,maharashtra,osmanabad,4
2001,jharkhand,pakur,7
2002,jharkhand,pakur,2
2003,jharkhand,pakur,0
2004,jharkhand,pakur,2
2005,jharkhand,pakur,4
2006,jharkhand,pakur,3
2007,jharkhand,pakur,4
2008,jharkhand,pakur,1
2009,jharkhand,pakur,3
2010,jharkhand,pakur,1
2011,jharkhand,pakur,0
2012,jharkhand,pakur,1
2013,jharkhand,pakur,2
2001,kerala,palakkad,5
2002,kerala,palakkad,0
2003,kerala,palakkad,3
2004,kerala,palakkad,1
2005,kerala,palakkad,1
2006,kerala,palakkad,4
2007,kerala,palakkad,6
2008,kerala,palakkad,4
2009,kerala,palakkad,3
2010,kerala,palakkad,4
2011,kerala,palakkad,2
2012,kerala,palakkad,5
2013,kerala,palakkad,0
2001,jharkhand,palamu,18
2002,jharkhand,palamu,24
2003,jharkhand,palamu,11
2004,jharkhand,palamu,24
2005,jharkhand,palamu,21
2006,jharkhand,palamu,19
2007,jharkhand,palamu,17
2008,jharkhand,palamu,18
2009,jharkhand,palamu,18
2010,jharkhand,palamu,23
2011,jharkhand,palamu,28
2012,jharkhand,palamu,28
2013,jharkhand,palamu,22
2001,gujarat,palanpur,2
2002,gujarat,palanpur,0
2003,gujarat,palanpur,0
2004,gujarat,palanpur,0
2005,gujarat,palanpur,1
2006,gujarat,palanpur,1
2007,gujarat,palanpur,2
2008,gujarat,palanpur,1
2009,gujarat,palanpur,0
2010,gujarat,palanpur,1
2011,gujarat,palanpur,1
2012,gujarat,palanpur,0
2013,gujarat,palanpur,0
2001,rajasthan,pali,15
2002,rajasthan,pali,14
2003,rajasthan,pali,9
2004,rajasthan,pali,12
2005,rajasthan,pali,8
2006,rajasthan,pali,10
2007,rajasthan,pali,5
2008,rajasthan,pali,13
2009,rajasthan,pali,8
2010,rajasthan,pali,9
2011,rajasthan,pali,11
2012,rajasthan,pali,9
2013,rajasthan,pali,16
2001,haryana,panchkula,4
2002,haryana,panchkula,5
